id,id_type,creation_timestamp,atm_id,original_amount,amount,merchant,mcc_group,mcc_category,original_currency,interchange_amount,fee_amount,terminal_type,trans_type,address_city,address_country,address_name,pos_data_code,uid,sv_trace,response_code,is_reversal,udate,group_name
J52316,eq_id,1385582400,124320,1,0,6012,13,R,810,0,0,8,785,MOSKVA,RU,CARD2CARD OPP PEREVOD,6005106V0130,102358852319,102358852295,-1,False,20131128,Service Providers
J52316,eq_id,1387483200,124320,600000,6000,6012,13,R,810,0,0,8,785,MOSKVA,RU,CARD2CARD OPP PEREVOD,6005106V0130,102421971878,102421971844,-1,False,20131220,Service Providers
J52316,eq_id,1387915200,21805031,6000,60,5812,11,F,810,0,0,2,774,MOSCOW,RU,COFFE POINT 1,211101205001,102434630669,102434630669,-1,False,20131225,Miscellaneous Stores
J52316,eq_id,1382904000,01014035,36000,360,5812,11,F,810,0,0,2,774,MOSCOW,RU,WOKKER,810101515001,102280443740,102280443740,-1,False,20131028,Miscellaneous Stores
J52316,eq_id,1376078400,13243035,207661,2076,5541,9,R,810,0,0,2,774,MOSCOW,RU,SHELL NEFT LERMONTOVSKAY,510Z0151ZZZZ,102089365815,102089365815,-1,False,20130810,Automobiles and Vehicles
J52316,eq_id,1374782400,71837665,25000,250,5813,11,F,810,0,0,2,774,KHIMKI,RU,COFE BOX,811101515001,102054466157,102054466157,-1,False,20130726,Miscellaneous Stores
J52316,eq_id,1380312000,124320,200000,2000,6012,13,R,810,0,118,8,781,MOSKVA,RU,CARD2CARD OPP PEREVOD,600550VV0130,102205124264,102205124261,-1,False,20130928,Service Providers
J52316,eq_id,1378324800,81000721,107000,1070,5814,11,F,810,0,0,2,774,MOSCOW,RU,KAFE LAFERME,511101515001,102149935878,102149935878,-1,True,20130905,Miscellaneous Stores
J52316,eq_id,1386705600,77064252,14900,149,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102394194234,102394194234,-1,False,20131211,Miscellaneous Stores
J52316,eq_id,1389297600,13243139,223155,2231,5541,9,R,810,0,0,2,774,MOSCOW,RU,SHELL NEFT PRIVOLNAYA 10,510Z0151ZZZZ,102471179349,102471179349,-1,False,20140110,Automobiles and Vehicles
J52316,eq_id,1387483200,T0130180,472500,4725,5411,8,R,810,0,0,2,774,MOSKVA,RU,Bar HUB,511101515001,102421977522,102421977522,-1,False,20131220,Retail Stores
J52316,eq_id,1389297600,26021540,34200,342,5814,11,F,810,0,0,2,774,LYUBERTSY,RU,MCDONALDS 24002,810101515001,102471207461,102471207461,-1,False,20140110,Miscellaneous Stores
J52316,eq_id,1375732800,122927,100,1,6012,13,R,810,0,0,8,785,MOSCOW,RU,CARD2CARD PORTAL,6005106V0130,102079573074,102079573048,-1,False,20130806,Service Providers
J52316,eq_id,1386446400,13243139,222088,2220,5541,9,R,810,0,0,2,774,MOSCOW,RU,SHELL NEFT PRIVOLNAYA 10,510Z0151ZZZZ,102386764140,102386764140,-1,False,20131208,Automobiles and Vehicles
J52316,eq_id,1390334400,00986350,11900,119,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102503082606,102503082606,-1,False,20140122,Miscellaneous Stores
J52316,eq_id,1389902400,00986350,12500,125,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102490149552,102490149552,-1,False,20140117,Miscellaneous Stores
J52316,eq_id,1385496000,21805031,4500,45,5812,11,F,810,0,0,2,774,MOSCOW,RU,COFFE POINT 1,211101205001,102357252982,102357252982,-1,False,20131127,Miscellaneous Stores
J52316,eq_id,1390852800,00986350,22700,227,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102518683126,102518683126,-1,False,20140128,Miscellaneous Stores
J52316,eq_id,1387569600,13243140,278925,2789,5541,9,R,810,0,0,2,774,MOSCOW,RU,SHELL NEFT PRIVOLNAYA 10,510Z0151ZZZZ,102423023401,102423023401,-1,False,20131221,Automobiles and Vehicles
J52316,eq_id,1387569600,433002  ,237800,2378,5411,8,R,810,0,0,2,774,MOSCOW,RU,SM M. POLUBOYAROVA,511101515001,102423135716,102423135716,-1,False,20131221,Retail Stores
J52316,eq_id,1383854400,00986350,4500,45,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102306206582,102306206582,-1,False,20131108,Miscellaneous Stores
J52316,eq_id,1400529600,20394331,1000000,10000,5960,11,T,810,0,0,2,774,MOSKVA,RU,ERGOLIFE,810120105001,102833402268,102833402268,-1,False,20140520,Miscellaneous Stores
J52316,eq_id,1385496000,00030587,761500,7615,5812,11,F,810,0,0,2,774,MOSCOW,RU,GOOD BEER BAR,811101515001,102358430619,102358430619,-1,False,20131127,Miscellaneous Stores
J52316,eq_id,1389643200,00986350,29300,293,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102482092732,102482092732,-1,False,20140114,Miscellaneous Stores
J52316,eq_id,1387310400,77064252,25800,258,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102414334931,102414334931,-1,False,20131218,Miscellaneous Stores
J52316,eq_id,1385928000,23337503,60000,600,5812,11,F,810,0,0,2,774,MOSCOW,RU,KAFE AIST,810101515001,102370433913,102370433913,-1,False,20131202,Miscellaneous Stores
J52316,eq_id,1387656000,13041424,457500,4575,5941,11,R,810,0,0,2,774,LUBERTSY,RU,SPORTMASTER  SHOP,510Z0151ZZZZ,102425980309,102425980309,-1,False,20131222,Miscellaneous Stores
J52316,eq_id,1382472000,21145031,13400,134,5912,11,R,810,0,0,2,774,MOSCOW REGION,RU,OOO FARBI,211101205001,102267843773,102267843773,-1,False,20131023,Miscellaneous Stores
J52316,eq_id,1383336000,907888  ,97200,972,5947,11,R,810,0,0,2,774,MOSCOW,RU,GUDVIN,511101515001,102292930148,102292930148,-1,False,20131102,Miscellaneous Stores
J52316,eq_id,1390248000,77060049,16400,164,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102500634771,102500634771,-1,False,20140121,Miscellaneous Stores
J52316,eq_id,1390766400,124320,1,0,6012,13,R,810,0,0,8,785,MOSKVA,RU,CARD2CARD OPP PEREVOD,6005106V0130,102516110983,102516110948,-1,False,20140127,Service Providers
J52316,eq_id,1385582400,50101991,7900,79,5111,7,T,810,0,0,2,774,MOSCOW,RU,OOO PRESSA MOSKVI Mosk,510101515001,102358988331,102358988331,-1,False,20131128,Wholesale Distributors and Manufacturers
J52316,eq_id,1383163200,77064252,24300,243,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102287283112,102287283112,-1,False,20131031,Miscellaneous Stores
J52316,eq_id,1388001600,77064252,21400,214,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102437934125,102437934125,-1,False,20131226,Miscellaneous Stores
J52316,eq_id,1386619200,21805031,4000,40,5812,11,F,810,0,0,2,774,MOSCOW,RU,COFFE POINT 1,211101205001,102390179129,102390179129,-1,False,20131210,Miscellaneous Stores
J52316,eq_id,1384891200,21805031,4500,45,5812,11,F,810,0,0,2,774,MOSCOW,RU,COFFE POINT 1,211101205001,102338842824,102338842824,-1,False,20131120,Miscellaneous Stores
J52316,eq_id,1387915200,411450  ,192000,1920,5812,11,F,810,0,0,2,774,MOSCOW,RU,OOO PROGRESS BAR,511101515001,102435805917,102435805917,-1,False,20131225,Miscellaneous Stores
J52316,eq_id,1389556800,77064252,26400,264,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102479151985,102479151985,-1,False,20140113,Miscellaneous Stores
J52316,eq_id,1386792000,26021541,23700,237,5814,11,F,810,0,0,2,774,LYUBERTSY,RU,MCDONALDS 24002,810101515001,102395994455,102395994455,-1,False,20131212,Miscellaneous Stores
J52316,eq_id,1379361600,00986350,36200,362,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102178798242,102178798242,-1,False,20130917,Miscellaneous Stores
J52316,eq_id,1387828800,124320,1,0,6012,13,R,810,0,0,8,785,MOSKVA,RU,CARD2CARD OPP PEREVOD,6005106V0130,102431073886,102431073824,-1,False,20131224,Service Providers
J52316,eq_id,1388865600,10701003,500,57,7997,17,R,440,0,0,2,774,DRUSKININKU,LT,GMR BARAS NEMUNO TAKAS,510101505001,102461713003,102461713003,-1,False,20140105,Amusement and Entertainment
J52316,eq_id,1390507200,00986350,14900,149,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102508440473,102508440473,-1,False,20140124,Miscellaneous Stores
J52316,eq_id,1377806400,26000058,22900,229,5814,11,F,810,0,0,2,774,LYUBERTSY,RU,MCDONALDS 24002,810101515001,102136310777,102136310777,-1,False,20130830,Miscellaneous Stores
J52316,eq_id,1387915200,77064252,18200,182,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102434376511,102434376511,-1,False,20131225,Miscellaneous Stores
J52316,eq_id,1382212800,71842668,133000,1330,5812,11,F,810,0,0,2,774,MOSCOW,RU,BARDAK,811101515001,102259867595,102259867595,-1,False,20131020,Miscellaneous Stores
J52316,eq_id,1385582400,00030587,30500,305,5812,11,F,810,0,0,2,774,MOSCOW,RU,GOOD BEER BAR,811101515001,102359521717,102359521717,-1,False,20131128,Miscellaneous Stores
J52316,eq_id,1380657600,21805031,4500,45,5812,11,F,810,0,0,2,774,MOSCOW,RU,COFFE POINT 1,211101205001,102214036096,102214036096,-1,False,20131002,Miscellaneous Stores
J52316,eq_id,1379188800,854672  ,246700,2467,5411,8,R,810,0,0,2,774,LYUBERTSY,RU,PEREKRESTOK (SVETOFOR),511101515001,102174519706,102174519706,-1,False,20130915,Retail Stores
J52316,eq_id,1388779200,10701007,400,46,7997,17,R,440,0,0,2,774,DRUSKININKU,LT,"VYNINE NEMUNO TAKAS 2,",510101505001,102460581930,102460581930,-1,False,20140104,Amusement and Entertainment
J52316,eq_id,1386878400,21805031,6000,60,5812,11,F,810,0,0,2,774,MOSCOW,RU,COFFE POINT 1,211101205001,102399993601,102399993601,-1,False,20131213,Miscellaneous Stores
J52316,eq_id,1386878400,00986350,7900,79,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102399096939,102399096939,-1,False,20131213,Miscellaneous Stores
J52316,eq_id,1384545600,04140011,11550,115,4112,5,X,810,0,0,2,774,OAO CPPC,RU,Moscow,511101515001,102329107963,102329107963,-1,False,20131116,Transportation
J52316,eq_id,1388952000,10701004,500,57,7997,17,R,440,0,0,2,774,DRUSKININKU,LT,GMR RESTORANAS NEMUNO,510101505001,102463577669,102463577669,-1,False,20140106,Amusement and Entertainment
J52316,eq_id,1381003200,124320,1700000,17000,6012,13,R,810,0,0,8,785,MOSKVA,RU,CARD2CARD OPP PEREVOD,6005106V0130,102223388683,102223388666,-1,False,20131006,Service Providers
J52316,eq_id,1389211200,993369  ,261900,2619,5411,8,R,810,0,0,2,774,MOSCOW,RU,SM M. POLUBOYAROVA,511101515001,102469906522,102469906522,-1,False,20140109,Retail Stores
J52316,eq_id,1388347200,853111  ,129900,1299,5722,11,R,810,0,0,2,774,RAMENSKOE,RU,ELDORADO A653,511101515001,102450509704,102450509704,-1,False,20131230,Miscellaneous Stores
J52316,eq_id,1388779200,10701004,5300,611,7997,17,R,440,0,0,2,774,DRUSKININKU,LT,GMR RESTORANAS NEMUNO,510101505001,102460603998,102460603998,-1,False,20140104,Amusement and Entertainment
J52316,eq_id,1388260800,50002498,324000,3240,4812,6,R,810,0,0,2,774,MOSCOW,RU,ION TSIFROVOI TSENTR,510101515001,102448044918,102448044918,-1,False,20131229,Utilities
J52316,eq_id,1388865600,10701004,700,80,7997,17,R,440,0,0,2,774,DRUSKININKU,LT,GMR RESTORANAS NEMUNO,510101505001,102461515763,102461515763,-1,False,20140105,Amusement and Entertainment
J52316,eq_id,1381176000,929869  ,23000,230,5912,11,R,810,0,0,2,774,MOSCOW,RU,KAFE LA FERME,511101515001,102228898953,102228898953,-1,False,20131008,Miscellaneous Stores
J52316,eq_id,1387137600,124320,77000,770,6012,13,R,810,0,0,8,785,MOSKVA,RU,CARD2CARD OPP PEREVOD,6005106V0130,102409975405,102409975388,-1,False,20131216,Service Providers
J52316,eq_id,1383768000,77064252,25800,258,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102304142670,102304142670,-1,False,20131107,Miscellaneous Stores
J52316,eq_id,1395259200,20394331,1000000,10000,5960,11,T,810,0,0,2,774,MOSKVA,RU,ERGOLIFE,810120105001,102662836214,102662836214,-1,False,20140320,Miscellaneous Stores
J52316,eq_id,1384718400,21805031,19000,190,5812,11,F,810,0,0,2,774,MOSCOW,RU,COFFE POINT 1,211101205001,102332418786,102332418786,-1,False,20131118,Miscellaneous Stores
J52316,eq_id,1383681600,21805031,4500,45,5812,11,F,810,0,0,2,774,MOSCOW,RU,COFFE POINT 1,211101205001,102300869487,102300869487,-1,False,20131106,Miscellaneous Stores
J52316,eq_id,1390766400,00986350,24200,242,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102516843771,102516843771,-1,False,20140127,Miscellaneous Stores
J52316,eq_id,1390248000,00986350,42500,425,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102501148076,102501148076,-1,False,20140121,Miscellaneous Stores
J52316,eq_id,1391112000,00986350,28200,282,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102527846774,102527846774,-1,False,20140131,Miscellaneous Stores
J52316,eq_id,1390334400,00986350,28800,288,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102503768721,102503768721,-1,False,20140122,Miscellaneous Stores
J52316,eq_id,1387656000,247544  ,35800,358,5983,11,R,810,0,0,2,774,PETROVSKOE,RU,AZK 9,511101515001,102425634573,102425634573,-1,False,20131222,Miscellaneous Stores
J52316,eq_id,1374868800,121241,7450,2985,4816,6,T,978,0,0,8,543,MOSCOW,RU,3D-SECURE ALFA-BANK,600550U00130,102058312660,102058312660,-1,False,20130727,Utilities
J52316,eq_id,1374868800,121241,7450,2985,4816,6,T,978,0,0,8,543,MOSCOW,RU,3D-SECURE ALFA-BANK,600550U00130,102058318449,102058318449,-1,False,20130727,Utilities
J52316,eq_id,1376683200,77040420,50400,504,5814,11,F,810,0,0,2,774,MOSCOW REG.,RU,OBUKOV  PUB,510Z0151ZZZZ,102107329167,102107329167,-1,False,20130817,Miscellaneous Stores
J52316,eq_id,1376164800,645127  ,148890,1488,5945,11,R,810,0,0,2,774,KOTELNIKI,RU,TS-R RANNEGO RAZVITIYA,511101515001,102092070512,102092070512,-1,False,20130811,Miscellaneous Stores
J52316,eq_id,1379102400,247544  ,269850,2698,5983,11,R,810,0,0,2,774,PETROVSKOE,RU,AZK 9,511101515001,102171950453,102171950453,-1,False,20130914,Miscellaneous Stores
J52316,eq_id,1380484800,77064252,7000,70,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102208478603,102208478603,-1,False,20130930,Miscellaneous Stores
J52316,eq_id,1375214400,01308079,21440,8592,7011,4,H,978,0,0,2,774,BRUXELLES,BE,CASCADE HOTEL,510101515001,102066326754,102066326754,-1,False,20130731,Hotels and Motels
J52316,eq_id,1375041600,01553707,250,100,5977,11,R,978,0,0,2,774,BRUXELLES,BE,THE BODY SHOP,510101515001,102062815151,102062815151,-1,False,20130729,Miscellaneous Stores
J52316,eq_id,1395777600,124320,1,0,6012,13,R,810,0,0,8,785,MOSKVA,RU,CARD2CARD OPP PEREVOD,6005106V0130,102680073579,102680073515,-1,False,20140326,Service Providers
J52316,eq_id,1388088000,77064252,14500,145,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102440450506,102440450506,-1,False,20131227,Miscellaneous Stores
J52316,eq_id,1388692800,15120001,1972,227,5311,8,R,440,0,0,2,774,DRUSKININKAI,LT,CENTO DRUSKININKAI LAI,510101505001,102458447510,102458447510,-1,False,20140103,Retail Stores
J52316,eq_id,1386273600,105790  ,119700,1197,5999,11,R,810,0,0,2,774,MOSCOW,RU,1C INTERES,511101515001,102382722531,102382722531,-1,False,20131206,Miscellaneous Stores
J52316,eq_id,1386273600,15909004,107000,1070,5814,11,F,810,0,0,2,774,MOSCOW,RU,DVE PALOCHKI ZEMLYANOY V,510Z0151ZZZZ,102382708542,102382708542,-1,False,20131206,Miscellaneous Stores
J52316,eq_id,1376683200,436006  ,82300,823,5411,8,R,810,0,0,2,774,DOMODEDOVO,RU,PYATEROCHKA 16,511101515001,102107114435,102107114435,-1,False,20130817,Retail Stores
J52316,eq_id,1386878400,00986350,24200,242,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102399854954,102399854954,-1,False,20131213,Miscellaneous Stores
J52316,eq_id,1384372800,26021541,28100,281,5814,11,F,810,0,0,2,774,LYUBERTSY,RU,MCDONALDS 24002,810101515001,102321466131,102321466131,-1,False,20131114,Miscellaneous Stores
J52316,eq_id,1390766400,805747,100,1,6012,13,R,810,0,0,8,785,MOSKVA,RU,CARD2CARD OPP PEREVOD,6005106T0130,102517084303,102517084226,-1,False,20140127,Service Providers
J52316,eq_id,1382385600,26021541,17800,178,5814,11,F,810,0,0,2,774,LYUBERTSY,RU,MCDONALDS 24002,810101515001,102263215927,102263215927,-1,False,20131022,Miscellaneous Stores
J52316,eq_id,1387137600,00030587,381500,3815,5812,11,F,810,0,0,2,774,MOSCOW,RU,GOOD BEER BAR,811101515001,102409801864,102409801864,-1,False,20131216,Miscellaneous Stores
J52316,eq_id,1386705600,50101991,14500,145,5111,7,T,810,0,0,2,774,MOSCOW,RU,OOO PRESSA MOSKVI Mosk,510101515001,102393377841,102393377841,-1,False,20131211,Wholesale Distributors and Manufacturers
J52316,eq_id,1385928000,21805031,11000,110,5812,11,F,810,0,0,2,774,MOSCOW,RU,COFFE POINT 1,211101205001,102369761648,102369761648,-1,False,20131202,Miscellaneous Stores
J52316,eq_id,1384891200,00986350,18400,184,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102337797692,102337797692,-1,False,20131120,Miscellaneous Stores
J52316,eq_id,1382040000,00986350,18400,184,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102253771532,102253771532,-1,False,20131018,Miscellaneous Stores
J52316,eq_id,1392840000,20394331,1000000,10000,5960,11,T,810,0,0,2,774,MOSKVA,RU,ERGOLIFE,810120105001,102581836514,102581836514,-1,False,20140220,Miscellaneous Stores
J52316,eq_id,1385668800,113170  ,142350,1423,5411,8,R,810,0,0,2,774,LYUBERTSY,RU,OOO ELAKS,511101515001,102364082534,102364082534,-1,False,20131129,Retail Stores
J52316,eq_id,1387656000,00187891,163000,1630,5814,11,F,810,0,0,2,774,MOSCOW,RU,TANUKI RESTAURANT,510Z0151ZZZZ,102426841577,102426841577,-1,False,20131222,Miscellaneous Stores
J52316,eq_id,1382299200,26021541,12300,123,5814,11,F,810,0,0,2,774,LYUBERTSY,RU,MCDONALDS 24002,810101515001,102260559821,102260559821,-1,False,20131021,Miscellaneous Stores
J52316,eq_id,1387224000,00986350,33600,336,5814,11,F,810,0,0,2,736,MOSCOW,RU,VESTA NOVORYAZANSKAYA,NULL,102411600262,102411600262,-1,False,20131217,Miscellaneous Stores
J52316,eq_id,1387051200,736979  ,11800,118,5983,11,R,810,0,0,2,774,KRASKOVO,RU,KRASKOVO,511101515001,102405694224,102405694224,-1,False,20131215,Miscellaneous Stores
J52316,eq_id,1382472000,124320,22900,229,6012,13,R,810,0,100,8,781,MOSKVA,RU,CARD2CARD OPP PEREVOD,600550VV0130,102266036802,102266036798,-1,False,20131023,Service Providers
J52316,eq_id,1388520000,RU660020,165600,1656,5983,11,R,810,0,0,2,774,DOLGAYA OLSHA,RU,LUKOIL AZS 100,811101515001,102455738260,102455738260,-1,False,20140101,Miscellaneous Stores
J52316,eq_id,1388606400,SHH00547,30000,1,5541,9,R,974,0,0,2,774,VOLOZHIN,BY,"""LUKOIL-BELORUS."" AZS",710301215001,102456380658,102456380658,-1,False,20140102,Automobiles and Vehicles
J52316,eq_id,1385323200,77064252,11300,113,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102351169697,102351169697,-1,False,20131125,Miscellaneous Stores
J52316,eq_id,1389470400,29066975,539500,5395,5699,10,R,810,0,0,2,774,MOSKVA,RU,ZARA BOUTIQUE-YANICHKI,810101515001,102476913217,102476913217,-1,False,20140112,Clothing Stores
J52316,eq_id,1386187200,77064252,20400,204,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102378367852,102378367852,-1,False,20131205,Miscellaneous Stores
J52316,eq_id,1381953600,00986350,15300,153,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102251056029,102251056029,-1,False,20131017,Miscellaneous Stores
J52316,eq_id,1385064000,00986350,32700,327,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102344079921,102344079921,-1,False,20131122,Miscellaneous Stores
J52316,eq_id,1382040000,00986350,20800,208,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102254417779,102254417779,-1,False,20131018,Miscellaneous Stores
J52316,eq_id,1388088000,21805031,6000,60,5812,11,F,810,0,0,2,774,MOSCOW,RU,COFFE POINT 1,211101205001,102440733798,102440733798,-1,False,20131227,Miscellaneous Stores
J52316,eq_id,1384372800,00986350,28300,283,5814,11,F,810,0,0,2,774,MOSCOW,RU,VESTA NOVORYAZANSKAYA,510Z0151ZZZZ,102322152808,102322152808,-1,False,20131114,Miscellaneous Stores
J52316,eq_id,1375214400,40979724,170,68,4011,5,X,978,0,0,2,774,PARIS 10,FR,SNCF             75 PA,510401505001,102066803290,102066803290,-1,False,20130731,Transportation
J52316,eq_id,1378670400,01140190,81000,810,4112,5,X,810,0,0,2,774,Moscow region,RU,"JSCo ""Central EPC""",511101515001,102160144272,102160144272,-1,False,20130909,Transportation
J52316,eq_id,1375473600,13304863,3100,1242,5946,11,R,978,0,0,2,774,PARIS,FR,ECLAPHOT,510101505001,102073994869,102073994869,-1,False,20130803,Miscellaneous Stores
J52316,eq_id,1380484800,21805031,11000,110,5812,11,F,810,0,0,2,774,MOSCOW,RU,COFFE POINT 1,211101205001,102208548069,102208548069,-1,False,20130930,Miscellaneous Stores
J52316,eq_id,1382126400,PS012402,19000,190,5945,11,R,810,0,0,2,774,MOSCOW,RU,KLUB DR.SMESHARIKI 1,510101515001,102256682999,102256682999,-1,False,20131019,Miscellaneous Stores
J52316,eq_id,1382040000,124320,100,1,6012,13,R,810,0,100,8,781,MOSKVA,RU,CARD2CARD OPP PEREVOD,600550VV0130,102255354435,102255354432,-1,False,20131018,Service Providers
J52316,eq_id,1390334400,124320,51000,510,6012,13,R,810,0,0,8,785,MOSKVA,RU,CARD2CARD OPP PEREVOD,6005106V0130,102504791617,102504791581,-1,False,20140122,Service Providers
J52316,eq_id,1382126400,PS012404,30000,300,5945,11,R,810,0,0,2,774,MOSCOW,RU,KLUB DR.SMESHARIKI 3,510101515001,102256558324,102256558324,-1,False,20131019,Miscellaneous Stores
J52316,eq_id,1388952000,10701004,1000,115,7997,17,R,440,0,0,2,774,DRUSKININKU,LT,GMR RESTORANAS NEMUNO,510101505001,102463611604,102463611604,-1,False,20140106,Amusement and Entertainment
J52316,eq_id,1388952000,10701004,4888,563,7997,17,R,440,0,0,2,774,DRUSKININKU,LT,GMR RESTORANAS NEMUNO,510101505001,102463524467,102463524467,-1,False,20140106,Amusement and Entertainment
J52316,eq_id,1383422400,26020338,16200,162,5814,11,F,810,0,0,2,774,MOSKVA,RU,MCDONALDS 24058,810101515001,102294635790,102294635790,-1,False,20131103,Miscellaneous Stores
J52316,eq_id,1387569600,T7503615,553200,5532,5812,11,F,810,0,0,2,774,G MOSKVA,RU,OOO RRK-KLUB,511101515001,102422195595,102422195595,-1,False,20131221,Miscellaneous Stores
J52316,eq_id,1379016000,77049071,29200,292,5912,11,R,810,0,0,2,774,LUBERTSY,RU,MEDIKOS FARMA  APTEKA,510Z0151ZZZZ,102170724738,102170724738,-1,False,20130913,Miscellaneous Stores
